Short_name_row;Short_name_col;p_corrected;cor;abs_cor;cor_d
Native, US born;In school, age >3;0;-0.628625721554279;0.628625721554279;n
In college/grad school, age >3;In elementary, age >3;0;-0.644691568127803;0.644691568127803;n
All computers/internet;Age >=25;0;0.990385929346662;0.990385929346662;p
Ancestry All;Age >=25;0;0.994447761139154;0.994447761139154;p
Civilian, all;Age >=25;0;0.993834943216751;0.993834943216751;p
Workers, age >16;Age >=25;0;0.986906758603536;0.986906758603536;p
All bedrooms;Age >=25;0;0.985652536986031;0.985652536986031;p
Citizen, age >18;Age >=25;0;0.989780048441584;0.989780048441584;p
Age 18 - 64;Age >=25;0;0.990273367817539;0.990273367817539;p
Age <18;Age >=25;0;0.952150678515783;0.952150678515783;p
Age >65;Age >=25;0;0.946773735517391;0.946773735517391;p
Take public transportation to work;Age >=25;0;0.579192218350586;0.579192218350586;p
High school grad+;<9th grade education;0;-0.696316960631374;0.696316960631374;n
Bachelors degree+;High school grad;0;-0.771015984141252;0.771015984141252;n
Bachelors degree;High school grad;0;-0.715377817512172;0.715377817512172;n
Grad/professional degree;High school grad;0;-0.709519892239847;0.709519892239847;n
Bachelors degree+;Grad/professional degree;0;0.917318200216967;0.917318200216967;p
Bachelors degree;Grad/professional degree;0;0.707898556213579;0.707898556213579;p
9-12th grade education;High school grad+;0;-0.838129801686788;0.838129801686788;n
Bachelors degree;Bachelors degree+;0;0.930583073604678;0.930583073604678;p
Families;Civilian age >18;0;0.980706440941479;0.980706440941479;p
C age 6-17;Civilian age >18;0;0.93667698472324;0.93667698472324;p
Total employed;Civilian age >18;0;0.988557927859347;0.988557927859347;p
All Race(alone or combo);Civilian age >18;0;0.997201462614267;0.997201462614267;p
All computers/internet;Civilian age >18;0;0.990571190950179;0.990571190950179;p
All (hispanic/latino test);Civilian age >18;0;0.997201462614267;0.997201462614267;p
Take public transportation to work;Civilian age >18;0;0.581354977085208;0.581354977085208;p
All Housing;Civilian age >18;0;0.987072580017999;0.987072580017999;p
All bedrooms;Civilian age >18;0;0.987072580017999;0.987072580017999;p
Age >65;Civilian age >18;0;0.936974914735018;0.936974914735018;p
F age>16;Civilian age >18;0;0.998152952677217;0.998152952677217;p
Workers, age >16;Civilian age >18;0;0.987569051571574;0.987569051571574;p
Unemployed;Civilian age >18;0;0.837976094016356;0.837976094016356;p
Foreign Born, place of birth;Civilian age >18;0;0.639988087045781;0.639988087045781;p
White;Civilian age >18;0;-0.534923586840872;0.534923586840872;n
Age >16;Civilian age >18;0;0.99971531038746;0.99971531038746;p
SMOC w/o mortgage;Civilian age >18;0;0.904143181732763;0.904143181732763;p
Civilian age 19-64;Civilian age >18;0;0.996623693363846;0.996623693363846;p
Male >15y;Civilian age >18;0;0.997710948880323;0.997710948880323;p
All rooms;Civilian age >18;0;0.987072580017999;0.987072580017999;p
Occupants/room;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Speak Spanish;Civilian age >18;0;0.568727962096002;0.568727962096002;p
Native;Civilian age >18;0;-0.639988087045753;0.639988087045753;n
All income;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Total population;Civilian age >18;0;0.997201462614267;0.997201462614267;p
Employed pop age >16;Civilian age >18;0;0.988557927859347;0.988557927859347;p
Age >1;Civilian age >18;0;0.997242225763548;0.997242225763548;p
Hispanic/Latino;Civilian age >18;0;0.561943835898658;0.561943835898658;p
3-4 families per building;Civilian age >18;0;0.566861981203371;0.566861981203371;p
Occupied houses;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Age >5, English only;Civilian age >18;0;-0.655666410175803;0.655666410175803;n
Age 18 - 64;Civilian age >18;0;0.996540331288146;0.996540331288146;p
Ancestry All;Civilian age >18;0;0.997201462614267;0.997201462614267;p
Female >15y;Civilian age >18;0;0.998061298311804;0.998061298311804;p
Total labor force age 19-64;Civilian age >18;0;0.991628528427914;0.991628528427914;p
Value of homes;Civilian age >18;0;0.942981481996492;0.942981481996492;p
Sex/age all;Civilian age >18;0;0.997201462614267;0.997201462614267;p
Limited English speaking;Civilian age >18;0;0.607835612703975;0.607835612703975;p
In school, age >3;Civilian age >18;0;0.966263741177795;0.966263741177795;p
Grands care for grandkids <18;Civilian age >18;0;0.757945573845775;0.757945573845775;p
Only speak Spanish;Civilian age >18;0;0.508969205639328;0.508969205639328;p
Female, age15-50, w child<1y;Civilian age >18;0;0.944882589254236;0.944882589254236;p
Non family(NF);Civilian age >18;0;0.880196389106708;0.880196389106708;p
Not labor force;Civilian age >18;0;0.955949647582048;0.955949647582048;p
SMOC/income w/morg.;Civilian age >18;0;0.935931788840124;0.935931788840124;p
Occupied tenure;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Civilian labor force;Civilian age >18;0;0.993251197167816;0.993251197167816;p
All Households;Civilian age >18;0;0.990571190950179;0.990571190950179;p
SMOC/income w/o morg.;Civilian age >18;0;0.903997220218715;0.903997220218715;p
All vehicles allowed;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Non-English speaker;Civilian age >18;0;0.655666410175807;0.655666410175807;p
Foreign Born, citizenship status;Civilian age >18;0;0.821063172616327;0.821063172616327;p
Grandparent w/ grandchild <18;Civilian age >18;0;0.832826642063874;0.832826642063874;p
Not Hispanic/Latino;Civilian age >18;0;-0.561943835898606;0.561943835898606;n
White, race;Civilian age >18;0;-0.539242108184272;0.539242108184272;n
Age >=25;Civilian age >18;0;0.99639149698968;0.99639149698968;p
All race;Civilian age >18;0;0.997201462614267;0.997201462614267;p
Civilian, all;Civilian age >18;0;0.996585965170693;0.996585965170693;p
1 unit detached;Civilian age >18;0;-0.552338904283336;0.552338904283336;n
Age >65, total;Civilian age >18;0;0.936525606531735;0.936525606531735;p
Civilian population;Civilian age >18;0;0.996585965170693;0.996585965170693;p
Age <18;Civilian age >18;0;0.952247166437714;0.952247166437714;p
Children, age <6;Civilian age >18;0;0.963990497328661;0.963990497328661;p
Heat fuel - occupied;Civilian age >18;0;0.990571190950179;0.990571190950179;p
Age >18, total;Civilian age >18;0;0.99980226737582;0.99980226737582;p
Pop in households;Civilian age >18;0;0.995127758147812;0.995127758147812;p
Non-Hispanic White;Civilian age >18;0;-0.619483873561462;0.619483873561462;n
Age >5;Civilian age >18;0;0.99780143500607;0.99780143500607;p
All mortgage status;Civilian age >18;0;0.942981481996492;0.942981481996492;p
Rent/income;Civilian age >18;0;0.880382453419593;0.880382453419593;p
All units in structure;Civilian age >18;0;0.987072580017999;0.987072580017999;p
Civilian age <19;Civilian age >18;0;0.95576090096364;0.95576090096364;p
Gross rent;Civilian age >18;0;0.877166147640665;0.877166147640665;p
Employed people;Civilian age >18;0;0.98709701919103;0.98709701919103;p
Citizen, age >18;Civilian age >18;0;0.992056922400304;0.992056922400304;p
Mexican;Civilian age >18;0;0.521153708678439;0.521153708678439;p
Native, US born;Civilian age >18;0;-0.647562602768756;0.647562602768756;n
Cost/mo w/ mortgage;Civilian age >18;0;0.936485763567738;0.936485763567738;p
Age >65;Civilian, all;0;0.933792512811693;0.933792512811693;p
Age 18 - 64;Civilian, all;0;0.994708866781926;0.994708866781926;p
Take public transportation to work;Civilian, all;0;0.564491111887657;0.564491111887657;p
All computers/internet;Civilian, all;0;0.98180160841431;0.98180160841431;p
Ancestry All;Civilian, all;0;0.999513399343292;0.999513399343292;p
Workers, age >16;Civilian, all;0;0.983340302074347;0.983340302074347;p
Citizen, age >18;Civilian, all;0;0.985006547476452;0.985006547476452;p
All bedrooms;Civilian, all;0;0.977964898466929;0.977964898466929;p
Age 18-64, disability;Civilian, disability;0;0.855162612759901;0.855162612759901;p
Age >65, disability;Civilian, disability;0;0.575290330346605;0.575290330346605;p
Age >65;Age <18;0;0.89292767457629;0.89292767457629;p
All bedrooms;Age <18;0;0.915052326777734;0.915052326777734;p
All computers/internet;Age <18;0;0.919525409774242;0.919525409774242;p
Ancestry All;Age <18;0;0.971923970599218;0.971923970599218;p
Workers, age >16;Age <18;0;0.932352278429841;0.932352278429841;p
Civilian, all;Age <18;0;0.973018208047847;0.973018208047847;p
Age 18 - 64;Age <18;0;0.951141207367066;0.951141207367066;p
Citizen, age >18;Age <18;0;0.93062888499096;0.93062888499096;p
Citizen, age >18;Age 18 - 64;0;0.984347289694803;0.984347289694803;p
Ancestry All;Age 18 - 64;0;0.994242622802073;0.994242622802073;p
All bedrooms;Age 18 - 64;0;0.981820225479547;0.981820225479547;p
All computers/internet;Age 18 - 64;0;0.985389838647284;0.985389838647284;p
Workers, age >16;Age 18 - 64;0;0.990747337518482;0.990747337518482;p
Take public transportation to work;Age 18 - 64;0;0.590170986942838;0.590170986942838;p
Ancestry All;Age >65;0;0.934376565070439;0.934376565070439;p
All bedrooms;Age >65;0;0.935782041995101;0.935782041995101;p
Age 18 - 64;Age >65;0;0.908205833970159;0.908205833970159;p
Citizen, age >18;Age >65;0;0.948166859840981;0.948166859840981;p
Workers, age >16;Age >65;0;0.901661853011004;0.901661853011004;p
All computers/internet;Age >65;0;0.939215942201412;0.939215942201412;p
Speak Spanish;Age >1;0;0.592160985244167;0.592160985244167;p
Value of homes;Age >1;0;0.942723821365928;0.942723821365928;p
Citizen, age >18;Age >1;0;0.986448357082763;0.986448357082763;p
Non-English speaker;Age >1;0;0.665037391480329;0.665037391480329;p
Total employed;Age >1;0;0.983901214850809;0.983901214850809;p
Workers, age >16;Age >1;0;0.983279726670636;0.983279726670636;p
Employed pop age >16;Age >1;0;0.983901214850809;0.983901214850809;p
Age <18;Age >1;0;0.971756090347426;0.971756090347426;p
All Households;Age >1;0;0.982165879030639;0.982165879030639;p
Pop in households;Age >1;0;0.998978356056183;0.998978356056183;p
Age 18 - 64;Age >1;0;0.994179776094609;0.994179776094609;p
F age>16;Age >1;0;0.996777928686215;0.996777928686215;p
Limited English speaking;Age >1;0;0.618272792937505;0.618272792937505;p
Age >16;Age >1;0;0.998177883552962;0.998177883552962;p
Native;Age >1;0;-0.641881272511037;0.641881272511037;n
White, race;Age >1;0;-0.546527495160792;0.546527495160792;n
Not labor force;Age >1;0;0.958697292401004;0.958697292401004;p
Total population;Age >1;0;0.999992206481568;0.999992206481568;p
Take public transportation to work;Age >1;0;0.563945878004223;0.563945878004223;p
Gross rent;Age >1;0;0.859731103405841;0.859731103405841;p
Age >65;Age >1;0;0.934819733549322;0.934819733549322;p
Not Hispanic/Latino;Age >1;0;-0.583718629249618;0.583718629249618;n
Mexican;Age >1;0;0.546179752507979;0.546179752507979;p
Civilian population;Age >1;0;0.999491494667838;0.999491494667838;p
Non-Hispanic White;Age >1;0;-0.630783610908884;0.630783610908884;n
Civilian, all;Age >1;0;0.999491494667838;0.999491494667838;p
Female >15y;Age >1;0;0.997093660098815;0.997093660098815;p
Civilian labor force;Age >1;0;0.98991438589705;0.98991438589705;p
Foreign Born, place of birth;Age >1;0;0.641881272511053;0.641881272511053;p
Grandparent w/ grandchild <18;Age >1;0;0.858068789889957;0.858068789889957;p
Male >15y;Age >1;0;0.996454765201449;0.996454765201449;p
All income;Age >1;0;0.982165879030639;0.982165879030639;p
One race, other;Age >1;0;0.512574606435939;0.512574606435939;p
Civilian age <19;Age >1;0;0.974316036039626;0.974316036039626;p
All (hispanic/latino test);Age >1;0;0.999992206481568;0.999992206481568;p
Female, age15-50, w child<1y;Age >1;0;0.951605923206164;0.951605923206164;p
Age >=25;Age >1;0;0.994449804926331;0.994449804926331;p
Employed people;Age >1;0;0.982063798200581;0.982063798200581;p
Some other race;Age >1;0;0.518682905155886;0.518682905155886;p
Native, US born;Age >1;0;-0.649374737978176;0.649374737978176;n
All mortgage status;Age >1;0;0.942723821365928;0.942723821365928;p
All Housing;Age >1;0;0.97840118160925;0.97840118160925;p
Only speak Spanish;Age >1;0;0.531655461315496;0.531655461315496;p
Occupied tenure;Age >1;0;0.982165879030639;0.982165879030639;p
Civilian age 19-64;Age >1;0;0.994173306506855;0.994173306506855;p
All computers/internet;Age >1;0;0.982165879030639;0.982165879030639;p
White;Age >1;0;-0.54244859934188;0.54244859934188;n
Occupants/room;Age >1;0;0.982165879030639;0.982165879030639;p
Rent/income;Age >1;0;0.863130020897751;0.863130020897751;p
All Race(alone or combo);Age >1;0;0.999992206481568;0.999992206481568;p
Heat fuel - occupied;Age >1;0;0.982165879030639;0.982165879030639;p
All race;Age >1;0;0.999992206481568;0.999992206481568;p
Unemployed;Age >1;0;0.849413727064284;0.849413727064284;p
Age >5;Age >1;0;0.999915318228226;0.999915318228226;p
Non family(NF);Age >1;0;0.850739087901982;0.850739087901982;p
Hispanic/Latino;Age >1;0;0.583718629249672;0.583718629249672;p
Age >5, English only;Age >1;0;-0.66503739148033;0.66503739148033;n
Families;Age >1;0;0.98747083391067;0.98747083391067;p
Ancestry All;Age >1;0;0.999992206481568;0.999992206481568;p
Total labor force age 19-64;Age >1;0;0.987857981540696;0.987857981540696;p
Children, age <6;Age >1;0;0.97711158212278;0.97711158212278;p
All bedrooms;Age >1;0;0.97840118160925;0.97840118160925;p
Grands care for grandkids <18;Age >1;0;0.780293132573142;0.780293132573142;p
C age 6-17;Age >1;0;0.958914876778447;0.958914876778447;p
Age >1, diff house, diff county;Age >1, same house;0;-0.735592136879988;0.735592136879988;n
Owner occupied;Age >1, same house;0;0.533730828320103;0.533730828320103;p
Age >1, diff county, same state;Age >1, same house;0;-0.616913084397379;0.616913084397379;n
Renter occupied;Age >1, same house;0;-0.533732920964657;0.533732920964657;n
Age >1, diff house, same county;Age >1, same house;0;-0.692990775690998;0.692990775690998;n
Age >1, diff house;Age >1, same house;0;-0.991603495548397;0.991603495548397;n
Renter occupied;Age >1, diff house;0;0.512221599772476;0.512221599772476;p
Owner occupied;Age >1, diff house;0;-0.512220630550678;0.512220630550678;n
Renter occupied;Age >1, diff house, same county;0;0.554390535327635;0.554390535327635;p
Age >1, diff house;Age >1, diff house, same county;0;0.693841292704937;0.693841292704937;p
Owner occupied;Age >1, diff house, same county;0;-0.554390889082331;0.554390889082331;n
Age >1, diff house;Age >1, diff house, diff county;0;0.746433203458895;0.746433203458895;p
