Name,Label,Short_name1,Short_name2,Short_name3,Concept
DP04_0090PE,Percent Estimate!!MORTGAGE STATUS!!Owner-occupied units,MORTGAGE STATUS!!Owner-occupied units,Owner-occupied units,,SELECTED HOUSING CHARACTERISTICS
DP04_0091PE,Percent Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,Owner-occupied units!!Housing units with a mortgage,,SELECTED HOUSING CHARACTERISTICS
DP04_0092PE,Percent Estimate!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage,MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage,Owner-occupied units!!Housing units without a mortgage,,SELECTED HOUSING CHARACTERISTICS
DP04_0093PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage,Housing units with a mortgage,,SELECTED HOUSING CHARACTERISTICS
DP04_0094PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500,Housing units with a mortgage!!Less than $500,,SELECTED HOUSING CHARACTERISTICS
DP04_0095PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999,Housing units with a mortgage!!$500 to $999,,SELECTED HOUSING CHARACTERISTICS
DP04_0096PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499","Housing units with a mortgage!!$1,000 to $1,499",,SELECTED HOUSING CHARACTERISTICS
DP04_0097PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999","Housing units with a mortgage!!$1,500 to $1,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0098PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,000 to $2,499","Housing units with a mortgage!!$2,000 to $2,499",,SELECTED HOUSING CHARACTERISTICS
DP04_0099PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$2,500 to $2,999","Housing units with a mortgage!!$2,500 to $2,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0100PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$3,000 or more","Housing units with a mortgage!!$3,000 or more",,SELECTED HOUSING CHARACTERISTICS
DP04_0101PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Median (dollars),Housing units with a mortgage!!Median (dollars),,SELECTED HOUSING CHARACTERISTICS
DP04_0102PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage,Housing units without a mortgage,,SELECTED HOUSING CHARACTERISTICS
DP04_0103PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Less than $250,Housing units without a mortgage!!Less than $250,,SELECTED HOUSING CHARACTERISTICS
DP04_0104PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$250 to $399,Housing units without a mortgage!!$250 to $399,,SELECTED HOUSING CHARACTERISTICS
DP04_0105PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$400 to $599,Housing units without a mortgage!!$400 to $599,,SELECTED HOUSING CHARACTERISTICS
DP04_0106PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$600 to $799,Housing units without a mortgage!!$600 to $799,,SELECTED HOUSING CHARACTERISTICS
DP04_0107PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999,SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$800 to $999,Housing units without a mortgage!!$800 to $999,,SELECTED HOUSING CHARACTERISTICS
DP04_0108PE,"Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!$1,000 or more","Housing units without a mortgage!!$1,000 or more",,SELECTED HOUSING CHARACTERISTICS
DP04_0109PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage!!Median (dollars),Housing units without a mortgage!!Median (dollars),,SELECTED HOUSING CHARACTERISTICS
DP04_0110PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),,SELECTED HOUSING CHARACTERISTICS
DP04_0111PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0112PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0113PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0114PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0115PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,,SELECTED HOUSING CHARACTERISTICS
DP04_0116PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,,SELECTED HOUSING CHARACTERISTICS
DP04_0117PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),,SELECTED HOUSING CHARACTERISTICS
DP04_0118PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0119PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0120PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0121PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0122PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0123PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0124PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,,SELECTED HOUSING CHARACTERISTICS
DP04_0125PE,Percent Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,,SELECTED HOUSING CHARACTERISTICS
DP04_0126PE,Percent Estimate!!GROSS RENT!!Occupied units paying rent,GROSS RENT!!Occupied units paying rent,Occupied units paying rent,,SELECTED HOUSING CHARACTERISTICS
DP04_0127PE,Percent Estimate!!GROSS RENT!!Occupied units paying rent!!Less than $500,GROSS RENT!!Occupied units paying rent!!Less than $500,Occupied units paying rent!!Less than $500,,SELECTED HOUSING CHARACTERISTICS
DP04_0128PE,Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$500 to $999,GROSS RENT!!Occupied units paying rent!!$500 to $999,Occupied units paying rent!!$500 to $999,,SELECTED HOUSING CHARACTERISTICS
DP04_0129PE,"Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499","Occupied units paying rent!!$1,000 to $1,499",,SELECTED HOUSING CHARACTERISTICS
DP04_0130PE,"Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999","Occupied units paying rent!!$1,500 to $1,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0131PE,"Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499","Occupied units paying rent!!$2,000 to $2,499",,SELECTED HOUSING CHARACTERISTICS
DP04_0132PE,"Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999","Occupied units paying rent!!$2,500 to $2,999",,SELECTED HOUSING CHARACTERISTICS
DP04_0133PE,"Percent Estimate!!GROSS RENT!!Occupied units paying rent!!$3,000 or more","GROSS RENT!!Occupied units paying rent!!$3,000 or more","Occupied units paying rent!!$3,000 or more",,SELECTED HOUSING CHARACTERISTICS
DP04_0134PE,Percent Estimate!!GROSS RENT!!Occupied units paying rent!!Median (dollars),GROSS RENT!!Occupied units paying rent!!Median (dollars),Occupied units paying rent!!Median (dollars),,SELECTED HOUSING CHARACTERISTICS
DP04_0135PE,Percent Estimate!!GROSS RENT!!Occupied units paying rent!!No rent paid,GROSS RENT!!Occupied units paying rent!!No rent paid,Occupied units paying rent!!No rent paid,,SELECTED HOUSING CHARACTERISTICS
DP04_0136PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),Occupied units paying rent (excluding units where GRAPI cannot be computed),,SELECTED HOUSING CHARACTERISTICS
DP04_0137PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0138PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0139PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0140PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0141PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,,SELECTED HOUSING CHARACTERISTICS
DP04_0142PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,,SELECTED HOUSING CHARACTERISTICS
DP04_0143PE,Percent Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,,SELECTED HOUSING CHARACTERISTICS
DP05_0001PE,Percent Estimate!!SEX AND AGE!!Total population,SEX AND AGE!!Total population,Total population,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0002PE,Percent Estimate!!SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Male,Total population!!Male,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0003PE,Percent Estimate!!SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Female,Total population!!Female,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0004PE,Percent Estimate!!SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),Total population!!Sex ratio (males per 100 females),,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0005PE,Percent Estimate!!SEX AND AGE!!Total population!!Under 5 years,SEX AND AGE!!Total population!!Under 5 years,Total population!!Under 5 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0006PE,Percent Estimate!!SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!5 to 9 years,Total population!!5 to 9 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0007PE,Percent Estimate!!SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!10 to 14 years,Total population!!10 to 14 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0008PE,Percent Estimate!!SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!15 to 19 years,Total population!!15 to 19 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0009PE,Percent Estimate!!SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!20 to 24 years,Total population!!20 to 24 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0010PE,Percent Estimate!!SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!25 to 34 years,Total population!!25 to 34 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0011PE,Percent Estimate!!SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!35 to 44 years,Total population!!35 to 44 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0012PE,Percent Estimate!!SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!45 to 54 years,Total population!!45 to 54 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0013PE,Percent Estimate!!SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!55 to 59 years,Total population!!55 to 59 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0014PE,Percent Estimate!!SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!60 to 64 years,Total population!!60 to 64 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0015PE,Percent Estimate!!SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 to 74 years,Total population!!65 to 74 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0016PE,Percent Estimate!!SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!75 to 84 years,Total population!!75 to 84 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0017PE,Percent Estimate!!SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!85 years and over,Total population!!85 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0018PE,Percent Estimate!!SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Median age (years),Total population!!Median age (years),,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0019PE,Percent Estimate!!SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 18 years,Total population!!Under 18 years,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0020PE,Percent Estimate!!SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!16 years and over,Total population!!16 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0021PE,Percent Estimate!!SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over,Total population!!18 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0022PE,Percent Estimate!!SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!21 years and over,Total population!!21 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0023PE,Percent Estimate!!SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!62 years and over,Total population!!62 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0024PE,Percent Estimate!!SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over,Total population!!65 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0025PE,Percent Estimate!!SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over,Total population!!18 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0026PE,Percent Estimate!!SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Male,Total population!!18 years and over!!Male,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0027PE,Percent Estimate!!SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Female,Total population!!18 years and over!!Female,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0028PE,Percent Estimate!!SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),Total population!!18 years and over!!Sex ratio (males per 100 females),,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0029PE,Percent Estimate!!SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over,Total population!!65 years and over,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0030PE,Percent Estimate!!SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Male,Total population!!65 years and over!!Male,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0031PE,Percent Estimate!!SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Female,Total population!!65 years and over!!Female,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0032PE,Percent Estimate!!SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),Total population!!65 years and over!!Sex ratio (males per 100 females),,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
DP05_0033PE,Percent Estimate!!RACE!!Total population,RACE!!Total population,Total population,,ACS DEMOGRAPHIC AND HOUSING ESTIMATES
